State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Karnataka,Chitradurga,AMRUTH RAJA.,Independent,834,0.06,Lost
Karnataka,Chitradurga,B.T. RAMASUBBAIAH,Indian Movement Party,720,0.05,Lost
Karnataka,Chitradurga,NOTA,None of the Above,3190,0.23,Lost
Karnataka,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,764132,53.97,Won
Karnataka,Dakshina Kannada,PADMARAJ.R.POOJARY,Indian National Congress,614924,43.43,Lost
Karnataka,Dakshina Kannada,KANTHAPPA ALANGAR,Bahujan Samaj Party,4232,0.3,Lost
Karnataka,Dakshina Kannada,DURGA PRASAD,Karunada Sevakara Party,2592,0.18,Lost
Karnataka,Dakshina Kannada,SUPREETH KUMAR POOJARY  KATEEL,Independent,1901,0.13,Lost
Karnataka,Dakshina Kannada,MAXIM PINTO,Independent,1690,0.12,Lost
Karnataka,Dakshina Kannada,PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,971,0.07,Lost
Karnataka,Dakshina Kannada,DEEPAK RAJESH COELHO,Independent,976,0.07,Lost
Karnataka,Dakshina Kannada,RANJINI. M,Karnataka Rashtra Samithi,776,0.05,Lost
Karnataka,Dakshina Kannada,NOTA,None of the Above,23576,1.67,Lost
Karnataka,Davanagere,DR. PRABHA MALLIKARJUN,Indian National Congress,633059,47.95,Won
Karnataka,Davanagere,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,606965,45.97,Lost
Karnataka,Davanagere,G.B.VINAY KUMAR,Independent,42907,3.25,Lost
Karnataka,Davanagere,T.JABEENA AAPA,Independent,5128,0.39,Lost
Karnataka,Davanagere,D. HANUMANTHAPPA,Bahujan Samaj Party,4475,0.34,Lost
Karnataka,Davanagere,TASLIM BANU,Independent,4141,0.31,Lost
Karnataka,Davanagere,T.CHANDRU,Independent,3043,0.23,Lost
Karnataka,Davanagere,G.M.GAYITRI SIDDESHI,Independent,2464,0.19,Lost
Karnataka,Davanagere,PARAVEEJ.H,Independent,1869,0.14,Lost
Karnataka,Davanagere,ESHWARA SHENGA,Uttama Prajaakeeya Party,1430,0.11,Lost
Karnataka,Davanagere,A.K.GANESH,Independent,1055,0.08,Lost
Karnataka,Davanagere,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,973,0.07,Lost
Karnataka,Davanagere,SYED ZABIULLA.K,Independent,844,0.06,Lost
Karnataka,Davanagere,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),849,0.06,Lost
Karnataka,Davanagere,SALEEM S,Independent,799,0.06,Lost
Karnataka,Davanagere,MOHAMED HAYATH.M,Independent,722,0.05,Lost
Karnataka,Davanagere,ABDUL NAZEER AHAMMED,Independent,652,0.05,Lost
Karnataka,Davanagere,RASHEED KHAN,Independent,600,0.05,Lost
Karnataka,Davanagere,M.G.SRIKANTH,Navabharath Sena,561,0.04,Lost
Karnataka,Davanagere,M.P. KHALANDAR,Country Citizen Party,539,0.04,Lost
Karnataka,Davanagere,PEDDAPPA S,Independent,508,0.04,Lost
Karnataka,Davanagere,G.M.BARKATH ALI BASHA,Independent,471,0.04,Lost
Karnataka,Davanagere,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,475,0.04,Lost
Karnataka,Davanagere,VEERESH.S (LION VEERESH),Rani Chennamma Party,458,0.03,Lost
Karnataka,Davanagere,DODDESH.H.S,Janahitha Paksha,440,0.03,Lost
Karnataka,Davanagere,BARKATH ALI,Independent,411,0.03,Lost
Karnataka,Davanagere,MANJU. MARIKOPPA,Independent,378,0.03,Lost
Karnataka,Davanagere,RUDRESHA.K.H,Samaj Vikas Kranti Party,348,0.03,Lost
Karnataka,Davanagere,RAVINAIK. B,Independent,320,0.02,Lost
Karnataka,Davanagere,MAHABUB BASHA,Independent,308,0.02,Lost
Karnataka,Davanagere,NOTA,None of the Above,3176,0.24,Lost
Karnataka,Dharwad,PRALHAD JOSHI,Bharatiya Janata Party,716231,52.41,Won
Karnataka,Dharwad,VINOD ASOOTI,Indian National Congress,618907,45.29,Lost
Karnataka,Dharwad,SHAKEELAHMAD.D.MULLA,Independent,5872,0.43,Lost
Karnataka,Dharwad,S. S. PATIL,Independent,5161,0.38,Lost
Karnataka,Dharwad,RAJU ANANTSA NAIKWADI,Independent,3601,0.26,Lost
Karnataka,Dharwad,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,3558,0.26,Lost
Karnataka,Dharwad,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),1167,0.09,Lost
Karnataka,Dharwad,BALANAGOUDRA MALLIKARJUNAGOUDA,Independent,987,0.07,Lost
Karnataka,Dharwad,TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party,905,0.07,Lost
Karnataka,Dharwad,BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party,800,0.06,Lost
Karnataka,Dharwad,NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi,555,0.04,Lost
Karnataka,Dharwad,PRAVEEN H. H.,Independent,548,0.04,Lost
Karnataka,Dharwad,DR. GURAPPA H IMRAPUR,Independent,514,0.04,Lost
Karnataka,Dharwad,BANKAPUR SHOUKATALI,Tipu Sultan Party,473,0.03,Lost
Karnataka,Dharwad,VINOD DASHARATH GHODKE,"Proutist Bloc, India",411,0.03,Lost
Karnataka,Dharwad,VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule),337,0.02,Lost
Karnataka,Dharwad,MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha,317,0.02,Lost
Karnataka,Dharwad,NOTA,None of the Above,6147,0.45,Lost
Karnataka,Gulbarga,RADHAKRISHNA,Indian National Congress,652321,49.78,Won
Karnataka,Gulbarga,DR. UMESH G JADHAV,Bharatiya Janata Party,625116,47.7,Lost
Karnataka,Gulbarga,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7888,0.6,Lost
Karnataka,Gulbarga,SUNDAR,Independent,3677,0.28,Lost
Karnataka,Gulbarga,JYOTI RAMESH CHAVAN,Independent,2805,0.21,Lost
Karnataka,Gulbarga,SHARANAPPA (PINTU),Independent,1884,0.14,Lost
Karnataka,Gulbarga,TARABAI BHOVI,Independent,1550,0.12,Lost
Karnataka,Gulbarga,RAMESH BHIMSING CHAVAN,Independent,1334,0.1,Lost
Karnataka,Gulbarga,ANAND SINNUR,Independent,1280,0.1,Lost
Karnataka,Gulbarga,NAGENDRA RAO,Uttama Prajaakeeya Party,1226,0.09,Lost
Karnataka,Gulbarga,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),1144,0.09,Lost
Karnataka,Gulbarga,RAJKUMAR,BhartiyaBahujanKranti Dal,709,0.05,Lost
Karnataka,Gulbarga,VIJAY JADHAV,Karnataka Rashtra Samithi,560,0.04,Lost
Karnataka,Gulbarga,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,554,0.04,Lost
Karnataka,Gulbarga,NOTA,None of the Above,8429,0.64,Lost
Karnataka,Hassan,SHREYAS. M. PATEL,Indian National Congress,672988,49.67,Won
Karnataka,Hassan,PRAJWAL REVANNA,Janata Dal  (Secular),630339,46.52,Lost
Karnataka,Hassan,GANGADHAR BAHUJAN,Bahujan Samaj Party,12173,0.9,Lost
Karnataka,Hassan,DEVARAJ M.Y,Karnataka Rashtra Samithi,6057,0.45,Lost
Karnataka,Hassan,H D REVANNA,Purvanchal Mahapanchayat,4272,0.32,Lost
Karnataka,Hassan,BASAVARAJU J.D (EX-ARMY),Independent,4063,0.3,Lost
Karnataka,Hassan,SANTHOSH B.N,Independent,3449,0.25,Lost
Karnataka,Hassan,HEMANTH GAVEESH,Independent,3281,0.24,Lost
Karnataka,Hassan,PRATHAPA K.A,Uttama Prajaakeeya Party,3250,0.24,Lost
Karnataka,Hassan,S.K. NINGARAJA,Bahujan Bharat Party,1730,0.13,Lost
Karnataka,Hassan,B.N. SURESHA (SURESHGOWDA),Independent,1418,0.1,Lost
Karnataka,Hassan,SIDDABHOVI,Independent,987,0.07,Lost
Karnataka,Hassan,SHIVARAJ. B,Republican Party of India Bharatha,848,0.06,Lost
Karnataka,Hassan,R.G. SATHISHA RAMEDEVARAPURA,Independent,869,0.06,Lost
Karnataka,Hassan,K.R. GANGADHARAPPA,Independent,742,0.05,Lost
Karnataka,Hassan,NOTA,None of the Above,8541,0.63,Lost
Karnataka,Haveri,BASAVARAJ BOMMAI,Bharatiya Janata Party,705538,50.55,Won
Karnataka,Haveri,ANANDSWAMY GADDADEVARMATH,Indian National Congress,662025,47.43,Lost
Karnataka,Haveri,SUNANDA KARIYAPPA SHIRHATTI,Independent,4707,0.34,Lost
Karnataka,Haveri,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),3401,0.24,Lost
Karnataka,Haveri,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),2270,0.16,Lost
Karnataka,Haveri,RUDRAPPA BASAPPA KUMBAR,Independent,1356,0.1,Lost
Karnataka,Haveri,BASAVARAJ B HADI,Independent,1071,0.08,Lost
Karnataka,Haveri,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,1072,0.08,Lost
Karnataka,Haveri,DR. G H IMRAPUR,Independent,953,0.07,Lost
Karnataka,Haveri,JAGADISH YALLAPPA BANKAPURA,Independent,674,0.05,Lost
Karnataka,Haveri,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,636,0.05,Lost
Karnataka,Haveri,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),446,0.03,Lost
Karnataka,Haveri,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,401,0.03,Lost
Karnataka,Haveri,RASHEEDA BEGUM,Indian Movement Party,397,0.03,Lost
Karnataka,Haveri,NOTA,None of the Above,10865,0.78,Lost
Karnataka,Kolar,M. MALLESH BABU,Janata Dal  (Secular),691481,51.02,Won
Karnataka,Kolar,K V GOWTHAM,Indian National Congress,620093,45.76,Lost
Karnataka,Kolar,SUMAN H N,Independent,6487,0.48,Lost
Karnataka,Kolar,HOLUR SRINIVASA,Independent,6163,0.45,Lost
Karnataka,Kolar,S B SURESHA,Bahujan Samaj Party,4732,0.35,Lost
Karnataka,Kolar,K R DEVARAJA,Delhi Janta Party,4597,0.34,Lost
Karnataka,Kolar,DR M. VENKATASWAMY,Independent,3354,0.25,Lost
Karnataka,Kolar,R RANJITHKUMAR,Independent,2118,0.16,Lost
Karnataka,Kolar,S N NARAYANASWAMY V,Independent,1985,0.15,Lost
Karnataka,Kolar,D GOPALAKRISHNA,Socialist Party (India),1669,0.12,Lost
Karnataka,Kolar,DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,1354,0.1,Lost
Karnataka,Kolar,M S BADARINARAYANA,Independent,1116,0.08,Lost
Karnataka,Kolar,MAHESH A V,Karnataka Rashtra Samithi,1065,0.08,Lost
Karnataka,Kolar,THIMMARAYAPPA,Republican Party of India (Karnataka),864,0.06,Lost
Karnataka,Kolar,R RAJENDRA,Independent,751,0.06,Lost
Karnataka,Kolar,M MUNIGANGAPPA,Independent,604,0.04,Lost
Karnataka,Kolar,M  C HALLI VENU,Viduthalai Chiruthaigal Katchi,521,0.04,Lost
Karnataka,Kolar,KRISHNAIAH N,Independent,443,0.03,Lost
Karnataka,Kolar,NOTA,None of the Above,5831,0.43,Lost
Karnataka,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,663511,49.93,Won
Karnataka,Koppal,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,617154,46.44,Lost
Karnataka,Koppal,MALLIKARJUN HADAPAD,Independent,7314,0.55,Lost
Karnataka,Koppal,SHANKARA,Bahujan Samaj Party,7043,0.53,Lost
Karnataka,Koppal,KARADI BASAVARAJ,Independent,5877,0.44,Lost
Karnataka,Koppal,RUKMINI,Independent,5282,0.4,Lost
Karnataka,Koppal,SURESH. GOUDA MUNDINAMANE,Independent,4642,0.35,Lost
Karnataka,Koppal,NAGARAJ KALAL,Independent,1994,0.15,Lost
Karnataka,Koppal,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,1982,0.15,Lost
Karnataka,Koppal,PA.YA. GANESH,Independent,1895,0.14,Lost
Karnataka,Koppal,HANAMESH . S . H. SHAKHAPUR,Independent,1248,0.09,Lost
Karnataka,Koppal,KAREEMPASHA GACHCHINMANI.,Independent,1238,0.09,Lost
Karnataka,Koppal,ANNOJI RAO. G,Sarva Janata Party,1117,0.08,Lost
Karnataka,Koppal,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST),1106,0.08,Lost
Karnataka,Koppal,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi,900,0.07,Lost
Karnataka,Koppal,RAMZANBEE,All India Ulama Congress,806,0.06,Lost
Karnataka,Koppal,D DURGA PRASAD BYATARAYANAJI,Challengers Party,799,0.06,Lost
Karnataka,Koppal,C. SHARANA BASAPPA,Republican Party of India (Karnataka),776,0.06,Lost
Karnataka,Koppal,IMAMSAB JANGLISAB MULLA,Independent,733,0.06,Lost
Karnataka,Koppal,NOTA,None of the Above,3519,0.26,Lost
Karnataka,Mandya,H.D. KUMARASWAMY,Janata Dal  (Secular),851881,58.34,Won
Karnataka,Mandya,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,567261,38.85,Lost
Karnataka,Mandya,CHANDAN GOWDA. K,Independent,12394,0.85,Lost
Karnataka,Mandya,SHIVASHANKARA. S,Bahujan Samaj Party,6964,0.48,Lost
Karnataka,Mandya,RAMAIAH. D,Independent,3810,0.26,Lost
Karnataka,Mandya,RANJITHA. N,Independent,2909,0.2,Lost
Karnataka,Mandya,CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,1476,0.1,Lost
Karnataka,Mandya,BUDAYYA. B.P,Karunaadu Party,1370,0.09,Lost
Karnataka,Mandya,LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,1163,0.08,Lost
Karnataka,Mandya,BEERESH. C.T (SAINIKA BEERESH),Independent,931,0.06,Lost
Karnataka,Mandya,N.BASAVARAJU,Independent,843,0.06,Lost
Karnataka,Mandya,H.D. REVANNA,Purvanchal Mahapanchayat,590,0.04,Lost
Karnataka,Mandya,CHANNAMAYIGOWDA,Independent,497,0.03,Lost
Karnataka,Mandya,S.ARVIND,Independent,442,0.03,Lost
Karnataka,Mandya,NOTA,None of the Above,7736,0.53,Lost
Karnataka,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,795503,53.59,Won
Karnataka,Mysore,M. LAKSHMANA,Indian National Congress,656241,44.21,Lost
Karnataka,Mysore,RANGASWAMY. M,Independent,4306,0.29,Lost
Karnataka,Mysore,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,4080,0.27,Lost
Karnataka,Mysore,A. S. SATHISH,Independent,3746,0.25,Lost
Karnataka,Mysore,RAMAMURTHY. M,Independent,3605,0.24,Lost
Karnataka,Mysore,RAJU,Independent,1949,0.13,Lost
Karnataka,Mysore,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party,1754,0.12,Lost
Karnataka,Mysore,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST),1560,0.11,Lost
Karnataka,Mysore,H. K. KRISHNA,Karunaadu Party,1489,0.1,Lost
Karnataka,Mysore,HARISH GOWDA,Socialist Party (India),976,0.07,Lost
Karnataka,Mysore,P. S. YADURAPPA,Independent,878,0.06,Lost
Karnataka,Mysore,AMBEDKAR. C. J,Independent,835,0.06,Lost
Karnataka,Mysore,DARSHAN K PONNETI,Independent,764,0.05,Lost
Karnataka,Mysore,M. S. PRAVEEN,Karnataka Rashtra Samithi,740,0.05,Lost
Karnataka,Mysore,CHRISTOPHER RAJ KUMAR,Independent,544,0.04,Lost
Karnataka,Mysore,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),523,0.04,Lost
Karnataka,Mysore,A. G. RAMACHANDRA RAO,Secular Democratic Congress,490,0.03,Lost
Karnataka,Mysore,NOTA,None of the Above,4490,0.3,Lost
Karnataka,Raichur,G. KUMAR NAIK.,Indian National Congress,670966,51.63,Won
Karnataka,Raichur,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,591185,45.49,Lost
Karnataka,Raichur,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,9289,0.71,Lost
Karnataka,Raichur,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,5181,0.4,Lost
Karnataka,Raichur,AMARESH,Independent,4465,0.34,Lost
Karnataka,Raichur,YALLAMMA DALAPATHI,Independent,3634,0.28,Lost
Karnataka,Raichur,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,2640,0.2,Lost
Karnataka,Raichur,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),2409,0.19,Lost
Karnataka,Raichur,NOTA,None of the Above,9850,0.76,Lost
Karnataka,Shimoga,B.Y.RAGHAVENDRA,Bharatiya Janata Party,778721,56.54,Won
Karnataka,Shimoga,GEETHA SHIVARAJKUMAR,Indian National Congress,535006,38.85,Lost
Karnataka,Shimoga,K. S. ESHWARAPPA,Independent,30050,2.18,Lost
Karnataka,Shimoga,BANDI,Independent,7266,0.53,Lost
Karnataka,Shimoga,RAVIKUMARA N.,Independent,4552,0.33,Lost
Karnataka,Shimoga,POOJA N. ANNAIAH,Independent,3457,0.25,Lost
Karnataka,Shimoga,A.D. SHIVAPPA,Bahujan Samaj Party,2779,0.2,Lost
Karnataka,Shimoga,N. V. NAVEEN KUMAR,Independent,1993,0.14,Lost
Karnataka,Shimoga,ARUNA KANAHALLI,Uttama Prajaakeeya Party,1478,0.11,Lost
Karnataka,Shimoga,E.H. NAYAK,Independent,954,0.07,Lost
Karnataka,Shimoga,JOHN BENNY,Independent,867,0.06,Lost
Karnataka,Shimoga,GANESH. B (BELLI),Independent,747,0.05,Lost
Karnataka,Shimoga,D.S. ESHWARAPPA,Independent,695,0.05,Lost
Karnataka,Shimoga,KUNAJE MANJUNATHA GOWDA,Independent,683,0.05,Lost
Karnataka,Shimoga,S.K PRABHU,Karnataka Rashtra Samithi,617,0.04,Lost
Karnataka,Shimoga,SHIVARUDRAIAH SWAMY,Independent,599,0.04,Lost
Karnataka,Shimoga,IMTIYAZ A. ATTAR,Independent,442,0.03,Lost
Karnataka,Shimoga,MOHAMMED YUSUF KHAN,Young Star Empowerment Party,404,0.03,Lost
Karnataka,Shimoga,G. JAYADEVA,Independent,368,0.03,Lost
Karnataka,Shimoga,CHANDRASHEKAR. H C,Independent,357,0.03,Lost
Karnataka,Shimoga,P. SRIPATHI. BHAT,Independent,344,0.02,Lost
Karnataka,Shimoga,SANDESH SHETTY. A,Independent,293,0.02,Lost
Karnataka,Shimoga,H SURESH POOJARI,Independent,220,0.02,Lost
Karnataka,Shimoga,NOTA,None of the Above,4332,0.31,Lost
Karnataka,Tumkur,V. SOMANNA,Bharatiya Janata Party,720946,55.31,Won
Karnataka,Tumkur,S.P. MUDDAHANUMEGOWDA,Indian National Congress,545352,41.84,Lost
Karnataka,Tumkur,J.K. SAMI,Independent,6775,0.52,Lost
Karnataka,Tumkur,RAJASIMHA J. N.,Bahujan Samaj Party,5554,0.43,Lost
Karnataka,Tumkur,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),4591,0.35,Lost
Karnataka,Tumkur,RANGANATHA. R.S,Independent,3132,0.24,Lost
Karnataka,Tumkur,MALLIKARJUNAIAH,Independent,1880,0.14,Lost
Karnataka,Tumkur,SIDDARAMEGOWDA T. B,Independent,1646,0.13,Lost
Karnataka,Tumkur,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1618,0.12,Lost
Karnataka,Tumkur,H.L. MOHAN KUMAR,Independent,893,0.07,Lost
Karnataka,Tumkur,PRAKASH. R.A. JAIN,Independent,863,0.07,Lost
Karnataka,Tumkur,NEELAKANTESHA. H S,Independent,719,0.06,Lost
Karnataka,Tumkur,R. PUSHPA,Independent,629,0.05,Lost
Karnataka,Tumkur,B. DEVARAJ,Independent,499,0.04,Lost
Karnataka,Tumkur,R. NARAYANAPPA,Independent,507,0.04,Lost
Karnataka,Tumkur,DR. H.B.M. HIREMATH,Kannada  Paksha,477,0.04,Lost
Karnataka,Tumkur,KAPANIGOWDA.,Independent,471,0.04,Lost
Karnataka,Tumkur,BASAVARAJU. H.R,National Maha Sabha Party,439,0.03,Lost
Karnataka,Tumkur,NOTA,None of the Above,6460,0.5,Lost
Karnataka,Udupi Chikmagalur,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,732234,59.56,Won
Karnataka,Udupi Chikmagalur,K. JAYAPRAKASH HEGDE,Indian National Congress,473059,38.48,Lost
Karnataka,Udupi Chikmagalur,K.T. RADHAKRISHNA,Bahujan Samaj Party,5417,0.44,Lost
Karnataka,Udupi Chikmagalur,SUDHEER KANCHAN MARAKALA,Independent,2286,0.19,Lost
Karnataka,Udupi Chikmagalur,SACHIN B.K,Uttama Prajaakeeya Party,1333,0.11,Lost
Karnataka,Udupi Chikmagalur,M. K. DAYANANDA,Proutist Sarva Samaj,1069,0.09,Lost
Karnataka,Udupi Chikmagalur,VIJAY KUMAR M. G,Independent,956,0.08,Lost
Karnataka,Udupi Chikmagalur,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,690,0.06,Lost
Karnataka,Udupi Chikmagalur,SHABAREESH,Karunada Sevakara Party,565,0.05,Lost
Karnataka,Udupi Chikmagalur,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,540,0.04,Lost
Karnataka,Udupi Chikmagalur,NOTA,None of the Above,11269,0.92,Lost
Karnataka,Uttara Kannada,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,782495,61.97,Won
Karnataka,Uttara Kannada,DR. ANJALI NIMBALKAR,Indian National Congress,445067,35.25,Lost
Karnataka,Uttara Kannada,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5397,0.43,Lost
Karnataka,Uttara Kannada,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4472,0.35,Lost
Karnataka,Uttara Kannada,NIRANJAN UDAYSINH SIRDESAI,Independent,4169,0.33,Lost
Karnataka,Uttara Kannada,NAGARAJ. ANANT. SHIRALI.,Independent,2882,0.23,Lost
Karnataka,Uttara Kannada,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1721,0.14,Lost
Karnataka,Uttara Kannada,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1566,0.12,Lost
Karnataka,Uttara Kannada,VINAYAK NAIK,Karnataka Rashtra Samithi,1263,0.1,Lost
Karnataka,Uttara Kannada,K. P. PATIL,Independent,956,0.08,Lost
Karnataka,Uttara Kannada,KRISHNA BALEGAR,Independent,920,0.07,Lost
Karnataka,Uttara Kannada,ARAVIND GOWDA,Independent,904,0.07,Lost
Karnataka,Uttara Kannada,AVINASH. NARAYAN. PATIL.,Independent,773,0.06,Lost
Karnataka,Uttara Kannada,NOTA,None of the Above,10176,0.81,Lost
Kerala,Alappuzha,K. C VENUGOPAL,Indian National Congress,404560,38.21,Won
Kerala,Alappuzha,A. M ARIFF,Communist Party of India  (Marxist),341047,32.21,Lost
Kerala,Alappuzha,SOBHA SURENDRAN,Bharatiya Janata Party,299648,28.3,Lost
Kerala,Alappuzha,MURALEEDHARAN KONCHERILLAM,Bahujan Samaj Party,1626,0.15,Lost
Kerala,Alappuzha,ARJUNAN,Socialist Unity Centre Of India (COMMUNIST),1319,0.12,Lost
Kerala,Alappuzha,VAYALAR RAJEEVAN,Bahujan Dravida Party,675,0.06,Lost
Kerala,Alappuzha,ADV.K.M SHAJAHAN,Independent,682,0.06,Lost
Kerala,Alappuzha,SHAJAHAN V.A.     S/O ABDUL AZEES,Independent,576,0.05,Lost
Kerala,Alappuzha,SATHEESH SHENOI,Independent,482,0.05,Lost
Kerala,Alappuzha,JAYAKRISHNAN P,Independent,385,0.04,Lost
Kerala,Alappuzha,JYOTHI ABRAHAM,Independent,338,0.03,Lost
Kerala,Alappuzha,NOTA,None of the Above,7365,0.7,Lost
Kerala,Alathur,K.RADHAKRISHNAN,Communist Party of India  (Marxist),403447,40.66,Won
Kerala,Alathur,RAMYA HARIDAS,Indian National Congress,383336,38.63,Lost
Kerala,Alathur,DR T N SARASU,Bharatiya Janata Party,188230,18.97,Lost
Kerala,Alathur,HARI ARUMBIL,Bahujan Samaj Party,2871,0.29,Lost
Kerala,Alathur,KRISHNANKUTTY KUNISSERY,Independent,2351,0.24,Lost
Kerala,Alathur,NOTA,None of the Above,12033,1.21,Lost
Kerala,Attingal,ADV ADOOR PRAKASH,Indian National Congress,328051,33.29,Won
Kerala,Attingal,V JOY,Communist Party of India  (Marxist),327367,33.22,Lost
Kerala,Attingal,V  MURALEEDHARAN,Bharatiya Janata Party,311779,31.64,Lost
Kerala,Attingal,SURABHI S,Bahujan Samaj Party,4524,0.46,Lost
Kerala,Attingal,PRAKASH P L,Independent,1814,0.18,Lost
Kerala,Attingal,SANTHOSH K,Independent,1204,0.12,Lost
Kerala,Attingal,PRAKASH S,Independent,811,0.08,Lost
Kerala,Attingal,NOTA,None of the Above,9791,0.99,Lost
Kerala,Chalakudy,BENNY BEHANAN,Indian National Congress,394171,41.44,Won
Kerala,Chalakudy,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),330417,34.73,Lost
Kerala,Chalakudy,K A UNNIKRISHNAN,Bharath Dharma Jana Sena,106400,11.18,Lost
Kerala,Chalakudy,ADV CHARLY PAUL,Twenty 20 Party,105642,11.11,Lost
Kerala,Chalakudy,ROSILIN CHACKO,Bahujan Samaj Party,2410,0.25,Lost
Kerala,Chalakudy,BOSCO KALAMASSERY,Independent,1087,0.11,Lost
Kerala,Chalakudy,SUBRAN K R,Independent,799,0.08,Lost
Kerala,Chalakudy,DR M PRADEEPAN,Socialist Unity Centre Of India (COMMUNIST),694,0.07,Lost
Kerala,Chalakudy,ARUN EDATHADAN,Independent,686,0.07,Lost
Kerala,Chalakudy,T S CHANDRAN,Independent,531,0.06,Lost
Kerala,Chalakudy,JOHNSON K C,Independent,387,0.04,Lost
Kerala,Chalakudy,NOTA,None of the Above,8063,0.85,Lost
Kerala,Ernakulam,HIBI EDEN,Indian National Congress,482317,52.97,Won
Kerala,Ernakulam,K. J. SHINE TEACHER,Communist Party of India  (Marxist),231932,25.47,Lost
Kerala,Ernakulam,DR. K. S. RADHAKRISHNAN,Bharatiya Janata Party,144500,15.87,Lost
Kerala,Ernakulam,ADV. ANTONY JUDY,Twenty 20 Party,39808,4.37,Lost
Kerala,Ernakulam,VAYALAR JAYAKUMAR,Bahujan Samaj Party,1498,0.16,Lost
Kerala,Ernakulam,SANDEEP RAJENDRAPRASAD,Independent,752,0.08,Lost
Kerala,Ernakulam,CYRILL SKARIA,Independent,690,0.08,Lost
Kerala,Ernakulam,PRATHAPAN,Bahujan Dravida Party,419,0.05,Lost
Kerala,Ernakulam,BRAHMAKUMAR,Socialist Unity Centre Of India (COMMUNIST),412,0.05,Lost
Kerala,Ernakulam,ROHIT KRISHNAN,Independent,416,0.05,Lost
Kerala,Ernakulam,NOTA,None of the Above,7758,0.85,Lost
Kerala,Idukki,ADV. DEAN KURIAKOSE,Indian National Congress,432372,51.43,Won
Kerala,Idukki,ADV. JOICE GEORGE,Communist Party of India  (Marxist),298645,35.53,Lost
Kerala,Idukki,ADV. SANGEETHA VISWANATHAN,Bharath Dharma Jana Sena,91323,10.86,Lost
Kerala,Idukki,ADV. RUSSEL JOY,Bahujan Samaj Party,4437,0.53,Lost
Kerala,Idukki,JOMON JOHN,Independent,1819,0.22,Lost
